"task_type","item","subject","prob","metaprob","binary_outcome"
"Science","gr121","120",0.3,0.64,0
"Science","gr121","122",0.79,0.95,0
"Science","gr121","123",0.24,0.25,0
"Science","gr121","124",0.4,0.39,0
"Science","gr121","126",0.05,0.07,0
"Science","gr121","129",0.89,0.94,0
"Science","gr121","130",0.96,0.93,0
"Science","gr121","131",0,1,0
"Science","gr121","132",0,0,0
"Science","gr121","134",0.03,0.02,0
"Science","gr121","136",0,0,0
"Science","gr121","137",0.1,0.34,0
"Science","gr121","138",0.84,0.77,0
"Science","gr121","139",0.85,0.92,0
"Science","gr121","140",0.07,0.16,0
"Science","gr121","142",0.73,0.83,0
"Science","gr121","144",0.13,0.14,0
"Science","gr121","146",1,0.9,0
"Science","gr121","147",0.77,0.64,0
"Science","gr121","148",0,1,0
"Science","gr121","149",0.01,0.05,0
"Science","gr121","150",0,0.21,0
"Science","gr121","151",0.82,0.75,0
"Science","gr121","153",0.85,0.86,0
"Science","gr121","154",0.74,0.42,0
"Science","gr121","156",0.91,0.99,0
"Science","gr121","157",0.14,0.14,0
"Science","gr121","158",0,0,0
"Science","gr121","160",0,0.17,0
"Science","gr121","161",0,0,0
"Science","gr121","163",0.22,0.75,0
"Science","gr121","164",0.19,0.85,0
"Science","gr121","165",0.24,0.06,0
"Science","gr121","166",0.28,0.39,0
"Science","gr121","167",0.24,0.66,0
"Science","gr121","171",0,0.18,0
"Science","gr121","172",0,0.28,0
"Science","gr121","174",0,0,0
"Science","gr121","175",0.7,0.87,0
"Science","gr121","176",0.39,0.35,0
"Science","gr121","178",0,0.01,0
"Science","gr121","179",0,0,0
"Science","gr122","91",0.51,0.51,0
"Science","gr122","92",0.86,0.89,0
"Science","gr122","94",0.31,0.63,0
"Science","gr122","95",0.22,0.2,0
"Science","gr122","96",1,0.67,0
"Science","gr122","97",0.2,0.67,0
"Science","gr122","98",0.77,0.78,0
"Science","gr122","99",0.89,0.82,0
"Science","gr122","100",0.3,0.56,0
"Science","gr122","102",0.08,0.75,0
"Science","gr122","103",0.51,0.51,0
"Science","gr122","104",0,0.71,0
"Science","gr122","105",0.92,0.92,0
"Science","gr122","107",0.85,0.59,0
"Science","gr122","108",0.82,0.92,0
"Science","gr122","109",0.93,0.92,0
"Science","gr122","110",0.8,0.5,0
"Science","gr122","111",0.51,0.4,0
"Science","gr122","112",0.94,1,0
"Science","gr122","113",0.96,0.95,0
"Science","gr122","114",0.4,0.63,0
"Science","gr122","115",0.92,0.86,0
"Science","gr122","116",1,0.9,0
"Science","gr122","118",0.99,0.84,0
"Science","gr122","120",0.93,0.63,0
"Science","gr122","121",0.78,0.72,0
"Science","gr122","122",0.86,0.97,0
"Science","gr122","123",0.97,0.92,0
"Science","gr122","124",0.72,0.74,0
"Science","gr122","125",0.99,0.91,0
"Science","gr122","126",0.99,0.98,0
"Science","gr122","127",0.82,0.8,0
"Science","gr122","128",0.86,0.84,0
"Science","gr122","129",0.88,0.96,0
"Science","gr122","130",0.92,0.95,0
"Science","gr122","131",0.51,0.51,0
"Science","gr122","132",0.75,0.75,0
"Science","gr122","133",0.98,0.92,0
"Science","gr122","134",0.66,0.71,0
"Science","gr122","135",0.35,0.39,0
"Science","gr122","136",1,0.68,0
"Science","gr122","137",0.35,0.57,0
"Science","gr122","138",0.78,0.8,0
"Science","gr122","139",0.97,0.85,0
"Science","gr122","140",0.93,0.88,0
"Science","gr122","142",0.79,0.9,0
"Science","gr122","143",0.9,0.81,0
"Science","gr122","144",0.92,0.91,0
"Science","gr122","145",1,1,0
"Science","gr122","146",0.92,0.99,0
"Science","gr122","147",0.71,0.51,0
"Science","gr122","148",0.4,0.62,0
"Science","gr122","149",0.94,0.91,0
"Science","gr122","150",0.78,0.76,0
"Science","gr122","151",0.76,0.82,0
"Science","gr122","152",0.6,0.6,0
"Science","gr122","153",0.84,0.89,0
"Science","gr122","154",0.84,0.31,0
"Science","gr122","155",0.5,0.5,0
"Science","gr122","156",0.94,0.98,0
"Science","gr122","157",0.6,0.61,0
"Science","gr122","158",0.75,0.75,0
"Science","gr122","159",0.62,0.84,0
"Science","gr122","160",0.57,0.65,0
"Science","gr122","161",0.82,0.87,0
"Science","gr122","162",0.62,0.82,0
"Science","gr122","163",0.94,0.89,0
"Science","gr122","164",0.58,0.65,0
"Science","gr122","165",0.98,0.88,0
"Science","gr122","166",0.51,0.51,0
"Science","gr122","167",0.74,0.75,0
"Science","gr122","168",0.85,1,0
"Science","gr122","169",0.87,0.91,0
"Science","gr122","170",0.56,0.56,0
"Science","gr122","171",0.98,0.8,0
"Science","gr122","172",0.27,0.68,0
"Science","gr122","173",0.94,0.75,0
"Science","gr122","174",0.5,0.89,0
"Science","gr122","175",0.87,0.8,0
"Science","gr122","176",0.86,0.8,0
"Science","gr122","178",0.6,0.7,0
"Science","gr122","179",0.84,0.77,0
"Science","gr123","91",0.82,0.86,0
"Science","gr123","92",0.94,0.93,0
"Science","gr123","93",0.7,0.64,0
"Science","gr123","94",0.7,0.7,0
"Science","gr123","95",0.96,0.96,0
"Science","gr123","96",0,0.23,0
"Science","gr123","97",0.5,0.71,0
"Science","gr123","98",0.85,0.75,0
"Science","gr123","99",0.89,0.79,0
"Science","gr123","100",0.8,0.72,0
"Science","gr123","101",0.34,0.4,0
"Science","gr123","102",1,1,0
"Science","gr123","104",0.5,0.81,0
"Science","gr123","105",0.92,0.94,0
"Science","gr123","106",0.9,0.98,0
"Science","gr123","107",0.44,0.61,0
"Science","gr123","108",0.81,0.9,0
"Science","gr123","109",0.95,0.91,0
"Science","gr123","110",0.75,0.6,0
"Science","gr123","111",0.6,0.39,0
"Science","gr123","113",0.96,0.96,0
"Science","gr123","115",0.07,0.27,0
"Science","gr123","116",0.8,0.8,0
"Science","gr123","117",0.54,0.55,0
"Science","gr123","119",0.59,0.75,0
"Science","gr123","123",0.2,0.23,0
"Science","gr123","124",0.33,0.31,0
"Science","gr123","125",0.93,0.9,0
"Science","gr123","126",0.99,0.99,0
"Science","gr123","127",0.99,0.93,0
"Science","gr123","129",0.9,0.94,0
"Science","gr123","130",0.97,0.92,0
"Science","gr123","131",0.92,0.92,0
"Science","gr123","132",0.5,0.75,0
"Science","gr123","133",0.84,1,0
"Science","gr123","134",0.65,0.63,0
"Science","gr123","135",0.72,0.92,0
"Science","gr123","136",1,0.72,0
"Science","gr123","137",0.66,0.53,0
"Science","gr123","138",0.78,0.86,0
"Science","gr123","140",0.06,0.07,0
"Science","gr123","142",0.78,0.92,0
"Science","gr123","143",0.77,0.68,0
"Science","gr123","144",0.12,0.13,0
"Science","gr123","145",1,1,0
"Science","gr123","146",0.99,0.96,0
"Science","gr123","148",0.09,0.96,0
"Science","gr123","149",0,0.01,0
"Science","gr123","150",0,0.27,0
"Science","gr123","151",0.89,0.69,0
"Science","gr123","152",0.27,0.35,0
"Science","gr123","154",0.18,0.57,0
"Science","gr123","155",0.5,0.5,0
"Science","gr123","156",0.89,1,0
"Science","gr123","157",0.44,0.43,0
"Science","gr123","158",0.75,0.75,0
"Science","gr123","160",0.39,0.64,0
"Science","gr123","161",0.76,0.8,0
"Science","gr123","162",0.61,0.81,0
"Science","gr123","163",0.13,0.87,0
"Science","gr123","164",0.66,0.56,0
"Science","gr123","165",1,1,0
"Science","gr123","166",0.51,0.51,0
"Science","gr123","167",0.41,0.6,0
"Science","gr123","171",0.06,0.06,0
"Science","gr123","172",0,0.29,0
"Science","gr123","173",0.85,0.7,0
"Science","gr123","174",0.29,0.4,0
"Science","gr123","175",0.81,0.91,0
"Science","gr123","176",0.72,0.71,0
"Science","gr123","178",0.05,0.2,0
"Science","gr123","179",0,0,0
"Science","gr124","91",0.13,0.87,0
"Science","gr124","92",0.25,0.6,0
"Science","gr124","93",0.65,0.62,0
"Science","gr124","94",0.5,0.5,0
"Science","gr124","95",0.23,0.24,0
"Science","gr124","96",0,0.45,0
"Science","gr124","97",0.5,0.73,0
"Science","gr124","98",0.25,0.19,0
"Science","gr124","100",0,0,0
"Science","gr124","101",0.24,0.45,0
"Science","gr124","102",0.1,0.21,0
"Science","gr124","103",0.51,0.51,0
"Science","gr124","104",0.07,0.81,0
"Science","gr124","105",0.94,0.95,0
"Science","gr124","106",0.99,0.96,0
"Science","gr124","107",0.77,0.6,0
"Science","gr124","108",0.81,0.81,0
"Science","gr124","110",0.7,0.65,0
"Science","gr124","111",0.57,0.55,0
"Science","gr124","112",0.98,0.99,0
"Science","gr124","115",0,0.09,0
"Science","gr124","116",0.5,0.5,0
"Science","gr124","117",0.51,0.51,0
"Science","gr124","118",0.87,0.95,0
"Science","gr124","119",0.42,0.45,0
"Science","gr124","120",0.53,0.83,0
"Science","gr124","121",0.75,0.69,0
"Science","gr124","122",0.84,0.93,0
"Science","gr124","123",0.93,0.91,0
"Science","gr124","124",0.76,0.91,0
"Science","gr124","125",0.9,0.84,0
"Science","gr124","126",0.08,0.06,0
"Science","gr124","127",0.86,0.87,0
"Science","gr124","129",0.89,0.93,0
"Science","gr124","130",0.87,0.97,0
"Science","gr124","132",0,0.35,0
"Science","gr124","133",0.96,0.98,0
"Science","gr124","134",0.3,0.27,0
"Science","gr124","135",0.9,0.84,0
"Science","gr124","136",0,0.51,0
"Science","gr124","137",0.28,0.44,0
"Science","gr124","139",0.92,0.98,0
"Science","gr124","140",0,0.27,0
"Science","gr124","143",0.94,0.82,0
"Science","gr124","144",0.9,0.87,0
"Science","gr124","145",1,1,0
"Science","gr124","146",1,0.93,0
"Science","gr124","147",0.62,0.53,0
"Science","gr124","148",0,0.76,0
"Science","gr124","152",0.01,0.01,0
"Science","gr124","154",0.81,0.39,0
"Science","gr124","156",0.97,0.98,0
"Science","gr124","157",0.48,0.45,0
"Science","gr124","158",0.5,0.5,0
"Science","gr124","159",0.73,0.86,0
"Science","gr124","160",0.13,0.38,0
"Science","gr124","161",0.22,0.27,0
"Science","gr124","162",0.75,0.85,0
"Science","gr124","163",0.51,0.51,0
"Science","gr124","164",0.25,0.37,0
"Science","gr124","165",0.09,0,0
"Science","gr124","166",0.31,0.17,0
"Science","gr124","167",0.41,0.63,0
"Science","gr124","168",0.99,0.93,0
"Science","gr124","169",0.88,0.82,0
"Science","gr124","170",0.56,0.54,0
"Science","gr124","171",0.92,0.66,0
"Science","gr124","172",0,0.31,0
"Science","gr124","173",0.85,0.41,0
"Science","gr124","174",0.85,0.91,0
"Science","gr124","175",0.89,0.82,0
"Science","gr124","176",0.41,0.5,0
"Science","gr124","177",0.23,0.41,0
"Science","gr124","178",0.2,0.3,0
"Science","gr124","179",0.45,0.4,0
"Science","gr125","91",0.02,1,0
"Science","gr125","92",0.02,0.89,0
"Science","gr125","93",0.61,0.66,0
"Science","gr125","94",0.01,0.03,0
"Science","gr125","95",0.89,0.92,0
"Science","gr125","96",0,0,0
"Science","gr125","97",0,0.11,0
"Science","gr125","98",0.06,0.33,0
"Science","gr125","99",0.87,0.8,0
"Science","gr125","100",0,0,0
"Science","gr125","101",0.2,0.27,0
"Science","gr125","102",0.26,0.4,0
"Science","gr125","104",0.02,0.71,0
"Science","gr125","105",0.93,0.91,0
"Science","gr125","109",0.94,0.9,0
"Science","gr125","110",0,0.05,0
"Science","gr125","111",0.57,0.41,0
"Science","gr125","112",0.9,0.97,0
"Science","gr125","113",0.97,0.98,0
"Science","gr125","115",0,0,0
"Science","gr125","116",0,0,0
"Science","gr125","117",0.39,0.44,0
"Science","gr125","118",0.96,1,0
"Science","gr125","119",0.6,0.63,0
"Science","gr125","120",0.65,0.42,0
"Science","gr125","122",0.82,0.98,0
"Science","gr125","123",0.16,0.16,0
"Science","gr125","124",0.34,0.35,0
"Science","gr125","125",0.89,0.94,0
"Science","gr125","126",0.98,0.99,0
"Science","gr125","127",0.84,0.92,0
"Science","gr125","128",0.08,0.06,0
"Science","gr125","129",0.91,0.93,0
"Science","gr125","130",0.86,0.97,0
"Science","gr125","131",0,0,0
"Science","gr125","132",0,0,0
"Science","gr125","133",0.99,1,0
"Science","gr125","134",0.06,0.05,0
"Science","gr125","135",0.38,0.42,0
"Science","gr125","136",0,0,0
"Science","gr125","137",0.05,0.12,0
"Science","gr125","138",0.83,0.79,0
"Science","gr125","139",0.82,0.95,0
"Science","gr125","140",0,0.05,0
"Science","gr125","142",0.78,0.87,0
"Science","gr125","144",0.14,0.17,0
"Science","gr125","145",0,1,0
"Science","gr125","147",0.63,0.51,0
"Science","gr125","148",0,1,0
"Science","gr125","149",0,0,0
"Science","gr125","150",0,0.12,0
"Science","gr125","152",0,0,0
"Science","gr125","154",0,1,0
"Science","gr125","156",0.93,0.99,0
"Science","gr125","157",0.04,0.07,0
"Science","gr125","158",0,0,0
"Science","gr125","160",0.02,0.22,0
"Science","gr125","161",0,0,0
"Science","gr125","163",0,0.62,0
"Science","gr125","164",0.2,0.8,0
"Science","gr125","165",0,0,0
"Science","gr125","166",0.02,0.03,0
"Science","gr125","167",0.09,0.85,0
"Science","gr125","171",0,0.08,0
"Science","gr125","172",0,0.07,0
"Science","gr125","173",0.89,0.71,0
"Science","gr125","175",0.89,0.85,0
"Science","gr125","176",0.11,0.17,0
"Science","gr125","177",0.09,0.4,0
"Science","gr125","178",0,0,0
"Science","gr125","179",0,0,0
"Science","gr126","91",0.92,0.98,1
"Science","gr126","92",0.03,0.83,1
"Science","gr126","94",0.72,0.65,1
"Science","gr126","95",0.93,0.91,1
"Science","gr126","96",0.69,0.53,1
"Science","gr126","97",1,0.82,1
"Science","gr126","98",0.74,0.72,1
"Science","gr126","99",0.88,0.79,1
"Science","gr126","100",1,1,1
"Science","gr126","101",0.43,0.37,1
"Science","gr126","102",0.93,0.83,1
"Science","gr126","103",0.85,0.91,1
"Science","gr126","104",0.8,0.79,1
"Science","gr126","105",0.93,0.96,1
"Science","gr126","106",0.96,0.99,1
"Science","gr126","107",0.97,0.86,1
"Science","gr126","108",0.93,0.98,1
"Science","gr126","109",0.94,0.87,1
"Science","gr126","110",0.9,0.75,1
"Science","gr126","113",0.97,0.98,1
"Science","gr126","114",0.43,0.61,1
"Science","gr126","115",0.17,0.43,1
"Science","gr126","116",0.5,0.5,1
"Science","gr126","117",0.76,0.82,1
"Science","gr126","118",0.91,0.96,1
"Science","gr126","121",0.71,0.76,1
"Science","gr126","123",0.23,0.25,1
"Science","gr126","124",0.44,0.44,1
"Science","gr126","125",0.92,0.99,1
"Science","gr126","126",0.05,0.11,1
"Science","gr126","128",0.68,0.7,1
"Science","gr126","129",0.92,0.93,1
"Science","gr126","131",0.51,0.51,1
"Science","gr126","132",1,0.5,1
"Science","gr126","133",0.98,0.96,1
"Science","gr126","134",0.6,0.6,1
"Science","gr126","135",0.84,0.99,1
"Science","gr126","136",1,0.82,1
"Science","gr126","137",0.29,0.36,1
"Science","gr126","139",0.79,0.92,1
"Science","gr126","140",0.9,0.81,1
"Science","gr126","141",0.75,0.74,1
"Science","gr126","142",0.79,0.82,1
"Science","gr126","143",0.64,0.77,1
"Science","gr126","144",0.17,0.15,1
"Science","gr126","145",1,1,1
"Science","gr126","146",0.94,0.99,1
"Science","gr126","147",0.56,0.51,1
"Science","gr126","148",0.41,0.81,1
"Science","gr126","149",1,0.97,1
"Science","gr126","150",1,0.75,1
"Science","gr126","152",0.43,0.44,1
"Science","gr126","153",0.91,0.89,1
"Science","gr126","154",0.86,0.59,1
"Science","gr126","157",0.37,0.38,1
"Science","gr126","158",0.5,0.5,1
"Science","gr126","159",1,1,1
"Science","gr126","160",0.65,0.66,1
"Science","gr126","161",1,0.82,1
"Science","gr126","162",0.71,0.86,1
"Science","gr126","163",0.69,0.68,1
"Science","gr126","164",0.43,0.64,1
"Science","gr126","165",1,1,1
"Science","gr126","166",0.51,0.51,1
"Science","gr126","167",0.74,0.76,1
"Science","gr126","168",0.89,0.96,1
"Science","gr126","169",0.89,0.92,1
"Science","gr126","170",0.6,0.58,1
"Science","gr126","171",0.8,0.81,1
"Science","gr126","172",0.52,0.63,1
"Science","gr126","173",0.89,0.69,1
"Science","gr126","174",0.16,0.88,1
"Science","gr126","175",0.84,0.8,1
"Science","gr126","176",0.73,0.73,1
"Science","gr126","177",0.71,0.84,1
"Science","gr126","178",0.7,0.8,1
"Science","gr126","179",0.75,0.76,1
"Science","gr127","91",0.6,0.13,0
"Science","gr127","93",0.61,0.66,0
"Science","gr127","94",0.5,0.5,0
"Science","gr127","95",0.2,0.24,0
"Science","gr127","96",0,0.55,0
"Science","gr127","97",1,0.94,0
"Science","gr127","98",0.21,0.22,0
"Science","gr127","100",0.8,0.6,0
"Science","gr127","101",0.47,0.48,0
"Science","gr127","102",0.63,0.53,0
"Science","gr127","103",0.91,0.51,0
"Science","gr127","104",0.5,0.69,0
"Science","gr127","105",0.99,0.97,0
"Science","gr127","106",0.93,0.98,0
"Science","gr127","107",0.55,0.4,0
"Science","gr127","108",0.92,0.93,0
"Science","gr127","109",0.94,0.89,0
"Science","gr127","110",0.5,0.5,0
"Science","gr127","111",0.68,0.65,0
"Science","gr127","112",0.94,0.99,0
"Science","gr127","113",0.96,0.98,0
"Science","gr127","114",0.65,0.59,0
"Science","gr127","115",0.62,0.37,0
"Science","gr127","116",0.5,0.5,0
"Science","gr127","117",0.7,0.65,0
"Science","gr127","118",0.9,0.93,0
"Science","gr127","119",0.69,0.72,0
"Science","gr127","120",0.67,0.4,0
"Science","gr127","121",0.74,0.79,0
"Science","gr127","122",0.89,0.82,0
"Science","gr127","123",0.18,0.19,0
"Science","gr127","124",0.65,0.72,0
"Science","gr127","125",0.92,1,0
"Science","gr127","126",0.99,0.99,0
"Science","gr127","127",0.89,0.8,0
"Science","gr127","128",0.68,0.62,0
"Science","gr127","129",0.88,0.94,0
"Science","gr127","130",0.93,0.97,0
"Science","gr127","132",0,0.05,0
"Science","gr127","133",0.99,0.94,0
"Science","gr127","134",0.64,0.63,0
"Science","gr127","135",0.74,0.93,0
"Science","gr127","137",0.77,0.65,0
"Science","gr127","138",0.75,0.84,0
"Science","gr127","139",0.91,0.96,0
"Science","gr127","140",0.57,0.74,0
"Science","gr127","141",0.75,0.67,0
"Science","gr127","142",0.82,0.87,0
"Science","gr127","144",0.12,0.11,0
"Science","gr127","145",1,1,0
"Science","gr127","146",0.89,0.97,0
"Science","gr127","147",0.51,0.57,0
"Science","gr127","148",0.54,0.8,0
"Science","gr127","149",0.51,0.51,0
"Science","gr127","150",0.55,0.51,0
"Science","gr127","151",0.84,0.75,0
"Science","gr127","152",0.51,0.51,0
"Science","gr127","154",0.82,0.36,0
"Science","gr127","155",1,0.83,0
"Science","gr127","156",0.93,0.99,0
"Science","gr127","157",0.46,0.47,0
"Science","gr127","158",0.5,0.5,0
"Science","gr127","160",0.45,0.62,0
"Science","gr127","161",0.33,0.37,0
"Science","gr127","162",0.67,0.89,0
"Science","gr127","163",0.58,0.59,0
"Science","gr127","164",0.51,0.51,0
"Science","gr127","165",0.22,0.21,0
"Science","gr127","166",0.72,0.66,0
"Science","gr127","167",0.65,0.67,0
"Science","gr127","169",0.81,0.75,0
"Science","gr127","171",0.76,0.74,0
"Science","gr127","172",0.52,0.52,0
"Science","gr127","173",0.86,0.39,0
"Science","gr127","174",0.5,0.57,0
"Science","gr127","175",0.89,0.83,0
"Science","gr127","176",0.51,0.51,0
"Science","gr127","177",0.19,0.29,0
"Science","gr127","178",0.5,0.55,0
"Science","gr127","179",0.61,0.5,0
"Science","gr128","91",0.51,0.51,1
"Science","gr128","92",0.57,0.56,1
"Science","gr128","94",0.33,0.5,1
"Science","gr128","95",0.9,0.94,1
"Science","gr128","96",0.9,0.56,1
"Science","gr128","97",0.5,0.8,1
"Science","gr128","98",0.72,0.61,1
"Science","gr128","99",0.88,0.81,1
"Science","gr128","100",0.6,0.65,1
"Science","gr128","101",0.6,0.79,1
"Science","gr128","102",0.75,0.68,1
"Science","gr128","103",0.51,0.55,1
"Science","gr128","104",0.69,0.69,1
"Science","gr128","105",0.97,0.93,1
"Science","gr128","106",0.9,0.99,1
"Science","gr128","108",0.81,0.94,1
"Science","gr128","109",0.93,0.9,1
"Science","gr128","110",0.55,0.4,1
"Science","gr128","111",0.64,0.38,1
"Science","gr128","113",0.97,0.97,1
"Science","gr128","115",0.97,0.81,1
"Science","gr128","116",0.5,0.5,1
"Science","gr128","117",0.65,0.57,1
"Science","gr128","118",0.92,0.98,1
"Science","gr128","120",0.78,0.48,1
"Science","gr128","121",0.78,0.69,1
"Science","gr128","122",0.86,0.95,1
"Science","gr128","123",0.99,0.95,1
"Science","gr128","124",0.84,0.86,1
"Science","gr128","125",0.88,0.96,1
"Science","gr128","126",0.09,0.11,1
"Science","gr128","127",0.89,0.78,1
"Science","gr128","129",0.92,0.93,1
"Science","gr128","130",0.95,0.97,1
"Science","gr128","131",0.51,0.51,1
"Science","gr128","132",0.75,0.1,1
"Science","gr128","133",0.94,1,1
"Science","gr128","134",0.62,0.64,1
"Science","gr128","135",0.78,0.93,1
"Science","gr128","136",0.86,0.69,1
"Science","gr128","137",0.33,0.46,1
"Science","gr128","138",0.24,0.16,1
"Science","gr128","139",0.86,0.91,1
"Science","gr128","140",0.44,0.6,1
"Science","gr128","141",0.62,0.73,1
"Science","gr128","142",0.73,0.89,1
"Science","gr128","143",0.91,0.72,1
"Science","gr128","144",0.87,0.88,1
"Science","gr128","145",1,1,1
"Science","gr128","146",0.92,0.98,1
"Science","gr128","148",0.5,0.02,1
"Science","gr128","149",0.5,0.5,1
"Science","gr128","152",0.51,0.51,1
"Science","gr128","153",0.86,0.84,1
"Science","gr128","154",0.8,0.33,1
"Science","gr128","156",0.93,0.99,1
"Science","gr128","157",0.58,0.56,1
"Science","gr128","158",0.5,0.5,1
"Science","gr128","159",0.89,0.73,1
"Science","gr128","160",0.38,0.56,1
"Science","gr128","161",0.81,0.88,1
"Science","gr128","162",0.63,0.78,1
"Science","gr128","163",0.51,0.51,1
"Science","gr128","164",0.51,0.51,1
"Science","gr128","165",0.16,0.22,1
"Science","gr128","166",0.68,0.71,1
"Science","gr128","167",0.67,0.62,1
"Science","gr128","168",1,0.89,1
"Science","gr128","169",0.88,0.87,1
"Science","gr128","171",0.92,0.72,1
"Science","gr128","174",0.7,0.93,1
"Science","gr128","175",0.79,0.97,1
"Science","gr128","176",0.43,0.42,1
"Science","gr128","177",0.65,0.81,1
"Science","gr128","178",0.5,0.55,1
"Science","gr128","179",0.5,0.5,1
"Science","gr129","91",0.16,0.65,1
"Science","gr129","92",0.67,0.76,1
"Science","gr129","94",0.86,0.65,1
"Science","gr129","95",0.25,0.3,1
"Science","gr129","96",1,0.85,1
"Science","gr129","97",1,0.93,1
"Science","gr129","98",0.74,0.77,1
"Science","gr129","99",0.79,0.96,1
"Science","gr129","100",0.64,0.75,1
"Science","gr129","101",0.45,0.46,1
"Science","gr129","102",0.91,0.77,1
"Science","gr129","103",0.66,0.61,1
"Science","gr129","104",0.91,0.82,1
"Science","gr129","105",0.99,0.95,1
"Science","gr129","106",0.89,1,1
"Science","gr129","107",0.58,0.36,1
"Science","gr129","108",1,1,1
"Science","gr129","110",0.35,0.2,1
"Science","gr129","111",0.63,0.43,1
"Science","gr129","112",0.97,0.96,1
"Science","gr129","113",0.95,0.98,1
"Science","gr129","114",0.62,0.6,1
"Science","gr129","115",0.81,0.7,1
"Science","gr129","116",0.3,0.5,1
"Science","gr129","117",0.58,0.57,1
"Science","gr129","118",0.95,0.98,1
"Science","gr129","119",0.59,0.71,1
"Science","gr129","120",0.67,0.28,1
"Science","gr129","123",0.15,0.21,1
"Science","gr129","124",0.86,0.84,1
"Science","gr129","125",0.9,0.96,1
"Science","gr129","126",0.98,0.99,1
"Science","gr129","128",0.82,0.82,1
"Science","gr129","129",0.88,0.94,1
"Science","gr129","130",0.94,0.97,1
"Science","gr129","131",0.51,0.84,1
"Science","gr129","132",0.9,0.25,1
"Science","gr129","133",0.94,0.98,1
"Science","gr129","134",0.63,0.6,1
"Science","gr129","135",0.39,0.27,1
"Science","gr129","136",1,0.75,1
"Science","gr129","137",0.24,0.24,1
"Science","gr129","138",0.84,0.77,1
"Science","gr129","139",0.92,0.98,1
"Science","gr129","140",1,0.87,1
"Science","gr129","141",0.79,0.78,1
"Science","gr129","143",0.87,0.76,1
"Science","gr129","144",0.91,0.84,1
"Science","gr129","145",1,1,1
"Science","gr129","146",0.99,0.92,1
"Science","gr129","148",0.91,0.66,1
"Science","gr129","149",0.72,0.57,1
"Science","gr129","150",0.89,0.76,1
"Science","gr129","152",0.51,0.51,1
"Science","gr129","153",0.84,0.9,1
"Science","gr129","154",1,0.35,1
"Science","gr129","155",1,0.82,1
"Science","gr129","156",0.9,0.99,1
"Science","gr129","157",0.56,0.58,1
"Science","gr129","158",0.5,0.5,1
"Science","gr129","159",0.68,0.58,1
"Science","gr129","160",0.82,0.59,1
"Science","gr129","161",0.77,0.84,1
"Science","gr129","162",0.66,0.89,1
"Science","gr129","163",0.98,0.98,1
"Science","gr129","164",0.51,0.51,1
"Science","gr129","165",1,0.96,1
"Science","gr129","166",0.51,0.51,1
"Science","gr129","167",0.41,0.45,1
"Science","gr129","168",0.88,0.97,1
"Science","gr129","169",0.86,0.89,1
"Science","gr129","170",0.52,0.53,1
"Science","gr129","171",0.93,0.79,1
"Science","gr129","172",0.89,0.8,1
"Science","gr129","174",1,0.8,1
"Science","gr129","175",0.77,0.96,1
"Science","gr129","176",0.91,0.82,1
"Science","gr129","177",0.63,0.85,1
"Science","gr129","178",0.4,0.5,1
"Science","gr13","1",0.5,0.5,1
"Science","gr13","2",0.83,0.79,1
"Science","gr13","3",0.5,0.5,1
"Science","gr13","4",0.93,0.82,1
"Science","gr13","5",0.7,0.8,1
"Science","gr13","6",0.93,0.6,1
"Science","gr13","7",0.5,0.61,1
"Science","gr13","8",1,0.76,1
"Science","gr13","9",0.73,0.51,1
"Science","gr13","11",0.77,0.38,1
"Science","gr13","12",0.33,0.72,1
"Science","gr13","15",0.69,0.52,1
"Science","gr13","16",0.51,0.51,1
"Science","gr13","17",0.92,0.68,1
"Science","gr13","19",0.75,0.6,1
"Science","gr13","20",0.97,0.99,1
"Science","gr13","21",0.71,0.66,1
"Science","gr13","22",0.6,0.5,1
"Science","gr13","23",0.52,0.61,1
"Science","gr13","24",0.85,0.78,1
"Science","gr13","25",0.82,0.69,1
"Science","gr13","26",0.86,0.75,1
"Science","gr13","28",0.32,0.66,1
"Science","gr13","29",0.85,0.67,1
"Science","gr13","30",0.9,0.6,1
"Science","gr13","31",0.91,0.62,1
"Science","gr13","32",0.95,0.98,1
"Science","gr13","34",0.65,0.9,1
"Science","gr13","35",0.4,0.5,1
"Science","gr13","36",0.89,0.89,1
"Science","gr13","38",0.2,0.56,1
"Science","gr13","40",0.89,0.73,1
"Science","gr13","41",0.86,0.76,1
"Science","gr13","42",0.7,0.55,1
"Science","gr13","44",0.92,0.7,1
"Science","gr13","46",0.46,0.38,1
"Science","gr13","47",0.85,0.96,1
"Science","gr13","48",0.68,0.66,1
"Science","gr13","49",0.51,0.51,1
"Science","gr13","50",0.73,0.82,1
"Science","gr13","51",0.92,0.9,1
"Science","gr13","52",0.27,0.52,1
"Science","gr13","53",0.61,0.62,1
"Science","gr13","54",0.51,0.51,1
"Science","gr13","55",0.92,0.88,1
"Science","gr13","57",0.5,0.5,1
"Science","gr13","58",1,0.9,1
"Science","gr13","60",0.97,0.84,1
"Science","gr13","61",0,0.66,1
"Science","gr13","62",0.76,0.78,1
"Science","gr13","63",0.1,0.27,1
"Science","gr13","64",0.24,0.36,1
"Science","gr13","65",0.23,0.05,1
"Science","gr13","66",0.38,0.36,1
"Science","gr13","68",0.1,0.11,1
"Science","gr13","69",0.8,0.71,1
"Science","gr13","71",0.98,0.98,1
"Science","gr13","72",0.13,0.04,1
"Science","gr13","73",0.5,0.5,1
