SubjectID,Condition,ConditionName,minutes,chosen,subCondition,weight,proportion,numShared,numPrivate,C1SharedSum,C1PrivateSum,theta1,C2SharedSum,C2PrivateSum,theta2,C3SharedSum,C3PrivateSum,theta3,C4SharedSum,C4PrivateSum,theta4,C5SharedSum,C5PrivateSum,theta5,C6SharedSum,C6PrivateSum,theta6,C7SharedSum,C7PrivateSum,theta7,C8SharedSum,C8PrivateSum,theta8,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,type,Quiz1,Quiz2,age,female,device,f1,g1,f2,g2,f3,g3,f4,g4,f5,g5,f6,g6,f7,g7,f8,g8
216,1,Symmetric,12.33,496,2,0.5,1,9,9,4,0,0.16095,4,3,0.49323,1,0,0.09109,7,4,0.59866,8,8,0.87912,0,1,0.16039,2,4,0.3186,1,4,0.26387,5,8,6,7,2,4,1,3,S,5,2,24,0,2,30,40,50,50,5,10,60,50,88,85,5,5,30,30,27,25
217,1,Symmetric,8.3,496,2,0.5,1,9,9,4,0,0.16095,4,3,0.49323,1,0,0.09109,7,4,0.59866,8,8,0.87912,0,1,0.16039,2,4,0.3186,1,4,0.26387,1,5,6,7,3,4,2,8,S,5,2,32,0,1,1,35,33,45,4,13,45,75,85,84,11,2,35,17,45,15
218,1,Symmetric,8.15,497,2,0.5,1,9,9,4,4,0.16095,4,5,0.49323,1,2,0.09109,7,4,0.59866,8,8,0.87912,0,3,0.16039,2,1,0.3186,1,3,0.26387,1,4,7,6,3,8,5,2,S,5,2,37,0,2,44,44,50,45,17,14,56,61,89,89,17,11,17,21,22,20
219,1,Symmetric,10.92,498,2,0.5,1,9,9,4,4,0.16095,4,5,0.49323,1,1,0.09109,7,6,0.59866,8,8,0.87912,0,1,0.16039,2,4,0.3186,1,6,0.26387,2,6,3,8,5,1,4,7,S,5,2,28,1,2,42,40,45,40,10,10,78,85,90,90,8,15,33,15,35,10
220,1,Symmetric,10.02,500,2,0.5,1,9,9,4,1,0.16095,4,4,0.49323,1,0,0.09109,7,2,0.59866,8,5,0.87912,0,4,0.16039,2,1,0.3186,1,3,0.26387,4,1,3,2,6,5,8,7,S,5,2,25,0,2,39,49,45,51,21,19,50,32,68,63,24,29,24,29,31,42
221,1,Symmetric,7.38,501,3,0.75,1,3,9,0,3,0.13173,0,2,0.17275,3,7,0.69246,2,1,0.20108,2,7,0.61045,1,3,0.63444,0,5,0.51512,1,3,0.31172,8,5,4,1,6,3,2,7,S,5,2,26,1,1,28,31,15,29,75,65,25,40,75,69,30,40,42,50,34,42
222,1,Symmetric,8.03,502,3,0.75,1,3,9,0,0,0.13173,0,1,0.17275,3,6,0.69246,2,4,0.20108,2,5,0.61045,1,7,0.63444,0,2,0.51512,1,3,0.31172,3,2,1,8,5,7,6,4,S,5,2,46,0,1,90,80,8,15,75,90,50,66,60,66,75,66,20,10,33,33
223,1,Symmetric,5.72,504,3,0.75,1,3,9,0,3,0.13173,0,1,0.17275,3,6,0.69246,2,4,0.20108,2,6,0.61045,1,4,0.63444,0,5,0.51512,1,4,0.31172,4,2,1,5,6,7,8,3,S,5,2,29,0,1,25,25,8,10,75,75,50,50,65,67,45,50,40,42,50,45
224,1,Symmetric,5.73,505,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,5,0.69246,2,4,0.20108,2,6,0.61045,1,5,0.63444,0,4,0.51512,1,5,0.31172,3,7,1,5,4,2,6,8,S,5,2,27,0,2,25,15,14,8,76,83,60,59,74,76,50,50,50,50,50,67
225,1,Symmetric,13.1,506,3,0.75,1,3,9,0,2,0.13173,0,4,0.17275,3,4,0.69246,2,1,0.20108,2,6,0.61045,1,3,0.63444,0,2,0.51512,1,0,0.31172,8,6,1,7,3,5,2,4,S,5,2,36,1,2,16,15,33,40,58,70,25,20,66,60,33,40,16,20,8,10
226,1,Symmetric,7.53,507,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,7,0.69246,2,0,0.20108,2,5,0.61045,1,6,0.63444,0,7,0.51512,1,3,0.31172,2,4,5,7,6,8,1,3,S,5,2,34,0,2,15,10,8,10,90,84,11,8,80,70,60,66,75,80,30,26
227,1,Symmetric,5.97,507,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,7,0.69246,2,0,0.20108,2,5,0.61045,1,6,0.63444,0,7,0.51512,1,3,0.31172,5,1,6,3,4,7,8,2,S,5,2,22,0,1,8,0,16,0,83,100,17,66,59,66,59,33,59,0,25,33
228,1,Symmetric,14.53,509,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,8,0.69246,2,3,0.20108,2,5,0.61045,1,5,0.63444,0,5,0.51512,1,4,0.31172,3,1,4,8,5,2,7,6,S,5,5,34,1,2,0,9,0,9,100,98,67,42,67,57,33,49,0,41,34,42
229,1,Symmetric,9.88,509,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,8,0.69246,2,3,0.20108,2,5,0.61045,1,5,0.63444,0,5,0.51512,1,4,0.31172,5,3,7,1,6,8,4,2,S,5,2,18,0,2,8,17,8,8,92,83,42,67,58,67,50,44,42,16,42,33
230,1,Symmetric,9.3,510,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,6,0.69246,2,3,0.20108,2,4,0.61045,1,6,0.63444,0,6,0.51512,1,2,0.31172,6,8,4,5,7,2,3,1,S,5,2,35,1,2,8,8,8,8,75,76,41,41,50,50,58,58,50,50,25,25
231,1,Symmetric,12.53,511,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,8,0.69246,2,1,0.20108,2,8,0.61045,1,5,0.63444,0,6,0.51512,1,3,0.31172,3,,4,5,6,1,7,2,S,5,2,33,0,2,8,7,8,6,92,93,19,27,82,79,50,44,50,35,33,33
232,1,Symmetric,8.2,512,3,0.75,1,3,9,0,3,0.13173,0,1,0.17275,3,6,0.69246,2,2,0.20108,2,7,0.61045,1,1,0.63444,0,3,0.51512,1,0,0.31172,6,5,8,3,4,1,2,7,S,5,2,29,0,2,32,6,9,5,75,90,39,66,64,85,24,33,30,15,4,33
233,1,Symmetric,22,513,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,5,0.69246,2,3,0.20108,2,5,0.61045,1,6,0.63444,0,4,0.51512,1,3,0.31172,5,1,4,7,6,3,2,8,S,5,2,56,0,1,12,10,10,12,70,65,50,40,55,60,65,62,40,40,25,30
234,1,Symmetric,6.1,514,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,9,0.69246,2,3,0.20108,2,7,0.61045,1,6,0.63444,0,4,0.51512,1,2,0.31172,3,7,2,6,1,8,5,4,S,5,2,22,0,2,7,10,15,13,90,95,45,50,75,70,54,50,33,30,25,20
235,1,Symmetric,7.67,515,3,0.75,1,3,9,0,2,0.13173,0,3,0.17275,3,7,0.69246,2,1,0.20108,2,4,0.61045,1,7,0.63444,0,6,0.51512,1,4,0.31172,3,8,2,7,4,6,5,1,S,5,2,26,0,1,10,10,15,11,85,90,12,60,53,52,70,30,60,30,40,45
236,1,Symmetric,7.65,515,3,0.75,1,3,9,0,2,0.13173,0,3,0.17275,3,7,0.69246,2,1,0.20108,2,4,0.61045,1,7,0.63444,0,6,0.51512,1,4,0.31172,1,7,4,5,2,3,6,8,S,5,5,25,0,1,19,25,26,35,85,75,20,40,46,50,65,55,53,44,42,44
237,1,Symmetric,6.87,517,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,6,0.69246,2,2,0.20108,2,5,0.61045,1,2,0.63444,0,6,0.51512,1,4,0.31172,5,8,7,1,4,6,3,2,S,5,5,24,0,2,11,75,10,16,76,64,29,66,70,51,20,37,43,71,55,32
238,1,Symmetric,6.07,517,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,6,0.69246,2,2,0.20108,2,5,0.61045,1,2,0.63444,0,6,0.51512,1,4,0.31172,6,2,7,4,5,1,8,3,S,5,2,19,0,2,5,3,5,5,75,95,33,45,52,50,25,30,50,4,45,48
239,1,Symmetric,6.65,518,3,0.75,1,3,9,0,2,0.13173,0,0,0.17275,3,5,0.69246,2,3,0.20108,2,6,0.61045,1,6,0.63444,0,6,0.51512,1,3,0.31172,8,5,4,6,1,2,7,3,S,5,2,23,1,1,16,20,4,0,84,80,45,49,84,82,74,72,50,50,33,40
240,1,Symmetric,7.45,518,3,0.75,1,3,9,0,2,0.13173,0,0,0.17275,3,5,0.69246,2,3,0.20108,2,6,0.61045,1,6,0.63444,0,6,0.51512,1,3,0.31172,6,7,8,5,1,3,4,2,S,5,2,26,0,2,12,16,8,0,80,75,48,41,73,67,56,59,55,50,25,33
241,1,Symmetric,7.23,519,3,0.75,1,3,9,0,3,0.13173,0,1,0.17275,3,6,0.69246,2,1,0.20108,2,7,0.61045,1,6,0.63444,0,3,0.51512,1,6,0.31172,7,6,5,8,2,1,4,3,S,5,2,27,0,1,30,28,10,11,75,75,23,21,80,74,66,63,25,22,66,65
242,1,Symmetric,8.88,523,3,0.75,1,3,9,0,2,0.13173,0,2,0.17275,3,6,0.69246,2,2,0.20108,2,6,0.61045,1,1,0.63444,0,5,0.51512,1,1,0.31172,6,5,4,2,3,8,7,1,S,5,2,25,1,2,13,7,18,5,65,86,65,35,80,61,19,30,40,10,12,31
243,1,Symmetric,11.3,523,3,0.75,1,3,9,0,2,0.13173,0,2,0.17275,3,6,0.69246,2,2,0.20108,2,6,0.61045,1,1,0.63444,0,5,0.51512,1,1,0.31172,8,6,3,4,5,2,7,1,S,5,2,34,1,1,18,14,18,16,70,79,30,52,75,63,19,30,41,26,18,30
244,1,Symmetric,4.83,524,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,8,0.69246,2,2,0.20108,2,7,0.61045,1,6,0.63444,0,6,0.51512,1,3,0.31172,2,7,5,8,4,1,3,6,S,5,2,31,0,1,13,14,10,11,91,90,20,20,56,54,58,53,50,49,27,38
245,1,Symmetric,13.52,524,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,8,0.69246,2,2,0.20108,2,7,0.61045,1,6,0.63444,0,6,0.51512,1,3,0.31172,8,1,2,5,4,3,7,6,S,5,2,34,1,2,8,10,1,9,92,90,30,30,75,80,58,60,60,50,30,30
246,1,Symmetric,6.58,525,3,0.75,1,3,9,0,0,0.13173,0,3,0.17275,3,6,0.69246,2,1,0.20108,2,4,0.61045,1,3,0.63444,0,4,0.51512,1,3,0.31172,1,2,5,3,7,8,4,6,S,5,2,26,0,1,90,94,32,7,72,91,31,66,44,71,23,19,14,50,33,33
247,1,Symmetric,8.77,526,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,6,0.69246,2,3,0.20108,2,5,0.61045,1,5,0.63444,0,6,0.51512,1,4,0.31172,2,4,7,6,1,5,3,8,S,5,2,32,0,2,13,10,10,10,66,80,40,66,55,66,50,33,50,10,45,33
248,1,Symmetric,3.93,526,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,6,0.69246,2,3,0.20108,2,5,0.61045,1,5,0.63444,0,6,0.51512,1,4,0.31172,4,8,7,6,1,2,3,5,S,5,2,18,0,2,8,8,8,8,75,80,42,44,58,58,50,50,50,33,58,50
249,1,Symmetric,6.27,527,3,0.75,1,3,9,0,0,0.13173,0,0,0.17275,3,7,0.69246,2,2,0.20108,2,5,0.61045,1,6,0.63444,0,3,0.51512,1,5,0.31172,2,3,7,1,4,5,8,6,S,5,2,28,1,2,0,0,0,0,85,83,33,35,58,60,58,56,25,25,50,50
250,1,Symmetric,4.7,527,3,0.75,1,3,9,0,0,0.13173,0,0,0.17275,3,7,0.69246,2,2,0.20108,2,5,0.61045,1,6,0.63444,0,3,0.51512,1,5,0.31172,1,8,5,2,6,4,7,3,S,5,2,22,0,1,92,100,0,0,88,91,33,38,61,63,63,64,26,30,51,55
251,1,Symmetric,5.58,528,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,7,0.69246,2,3,0.20108,2,5,0.61045,1,8,0.63444,0,1,0.51512,1,5,0.31172,2,3,,5,4,6,7,1,S,5,2,28,0,2,2,4,1,2,86,84,47,46,59,58,75,77,4,3,50,48
252,1,Symmetric,5.05,529,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,9,0.69246,2,1,0.20108,2,6,0.61045,1,7,0.63444,0,4,0.51512,1,5,0.31172,5,2,8,7,1,6,3,4,S,5,2,30,1,2,30,47,20,30,100,80,30,39,70,60,70,65,30,40,50,50
253,1,Symmetric,10.65,529,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,9,0.69246,2,1,0.20108,2,6,0.61045,1,7,0.63444,0,4,0.51512,1,5,0.31172,6,5,4,3,8,7,1,2,S,5,2,24,1,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
254,1,Symmetric,3.55,530,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,7,0.69246,2,3,0.20108,2,6,0.61045,1,6,0.63444,0,5,0.51512,1,5,0.31172,1,4,3,6,8,5,2,7,S,5,2,22,1,1,20,10,30,10,75,70,30,30,60,60,64,30,60,15,60,30
255,1,Symmetric,8.67,530,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,7,0.69246,2,3,0.20108,2,6,0.61045,1,6,0.63444,0,5,0.51512,1,5,0.31172,7,5,3,4,2,8,6,1,S,5,2,30,1,1,8,9,11,11,83,90,42,66,60,70,53,41,54,10,55,46
256,1,Symmetric,6.85,531,3,0.75,1,3,9,0,3,0.13173,0,2,0.17275,3,6,0.69246,2,3,0.20108,2,4,0.61045,1,7,0.63444,0,5,0.51512,1,3,0.31172,3,1,8,6,4,5,7,2,S,5,5,19,0,1,25,75,10,90,75,25,46,60,50,50,66,34,45,55,25,75
257,1,Symmetric,9.87,531,3,0.75,1,3,9,0,3,0.13173,0,2,0.17275,3,6,0.69246,2,3,0.20108,2,4,0.61045,1,7,0.63444,0,5,0.51512,1,3,0.31172,1,8,6,5,4,7,2,3,S,5,5,19,0,2,30,35,13,15,75,77,47,54,55,50,80,75,45,40,30,33
258,1,Symmetric,9.6,534,3,0.75,1,3,9,0,1,0.13173,0,4,0.17275,3,8,0.69246,2,2,0.20108,2,6,0.61045,1,7,0.63444,0,5,0.51512,1,3,0.31172,5,8,6,3,1,7,4,2,S,5,2,36,0,2,5,5,33,33,99,99,33,33,67,67,67,67,40,40,33,33
259,1,Symmetric,12.62,534,3,0.75,1,3,9,0,1,0.13173,0,4,0.17275,3,8,0.69246,2,2,0.20108,2,6,0.61045,1,7,0.63444,0,5,0.51512,1,3,0.31172,2,7,1,8,6,5,4,3,S,5,2,24,1,2,9,13,33,33,90,85,33,33,67,67,67,67,42,42,67,64
260,1,Symmetric,5.78,535,3,0.75,1,3,9,0,0,0.13173,0,1,0.17275,3,9,0.69246,2,4,0.20108,2,5,0.61045,1,5,0.63444,0,5,0.51512,1,2,0.31172,3,2,4,8,1,7,5,6,S,5,2,33,0,1,0,0,15,20,100,90,50,65,60,70,50,40,30,45,25,34
261,1,Symmetric,9.55,536,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,9,0.69246,2,5,0.20108,2,5,0.61045,1,6,0.63444,0,8,0.51512,1,1,0.31172,5,4,7,3,2,1,6,8,S,5,2,34,1,2,2,1,5,4,90,100,63,66,60,65,60,53,15,75,20,70
262,1,Symmetric,7.47,536,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,9,0.69246,2,5,0.20108,2,5,0.61045,1,6,0.63444,0,8,0.51512,1,1,0.31172,3,1,7,2,6,5,4,8,S,5,2,29,0,2,8,19,16,30,100,100,58,75,58,67,58,69,66,80,8,33
263,1,Symmetric,7.92,537,3,0.75,1,3,9,0,1,0.13173,0,0,0.17275,3,5,0.69246,2,1,0.20108,2,5,0.61045,1,4,0.63444,0,5,0.51512,1,2,0.31172,2,4,1,8,3,7,6,5,S,5,2,39,1,2,8,8,9,9,75,87,25,75,60,79,40,25,60,22,25,15
264,1,Symmetric,7.87,538,3,0.75,1,3,9,0,0,0.13173,0,1,0.17275,3,5,0.69246,2,3,0.20108,2,7,0.61045,1,7,0.63444,0,3,0.51512,1,2,0.31172,3,5,4,8,7,6,1,2,S,5,2,25,1,1,0,0,6,19,90,86,83,40,75,82,10,90,10,30,14,5
265,1,Symmetric,17.73,538,3,0.75,1,3,9,0,0,0.13173,0,1,0.17275,3,5,0.69246,2,3,0.20108,2,7,0.61045,1,7,0.63444,0,3,0.51512,1,2,0.31172,7,2,6,1,5,3,4,8,S,5,2,30,1,2,0,0,7,9,75,75,57,60,75,74,87,89,25,25,25,25
266,1,Symmetric,9.12,539,3,0.75,1,3,9,0,2,0.13173,0,0,0.17275,3,8,0.69246,2,1,0.20108,2,7,0.61045,1,5,0.63444,0,6,0.51512,1,3,0.31172,6,1,3,5,7,8,2,4,S,5,3,24,1,2,20,15,0,1,90,85,25,30,75,80,50,45,50,50,30,40
267,1,Symmetric,5.23,539,3,0.75,1,3,9,0,2,0.13173,0,0,0.17275,3,8,0.69246,2,1,0.20108,2,7,0.61045,1,5,0.63444,0,6,0.51512,1,3,0.31172,1,,2,3,5,7,6,4,S,5,2,27,0,2,20,15,8,5,88,90,25,35,75,78,50,53,50,40,38,40
268,1,Symmetric,5.4,540,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,8,0.69246,2,2,0.20108,2,5,0.61045,1,4,0.63444,0,2,0.51512,1,4,0.31172,4,3,8,6,2,1,5,7,S,5,2,34,0,1,15,15,90,90,96,100,30,29,50,50,47,47,85,86,56,68
269,1,Symmetric,4.78,541,3,0.75,1,3,9,0,1,0.13173,0,0,0.17275,3,8,0.69246,2,0,0.20108,2,7,0.61045,1,5,0.63444,0,6,0.51512,1,5,0.31172,8,3,5,2,6,7,1,4,S,5,2,33,0,2,18,21,35,58,95,87,74,56,79,76,50,50,69,28,71,62
270,1,Symmetric,13.7,542,3,0.75,1,3,9,0,1,0.13173,0,0,0.17275,3,5,0.69246,2,1,0.20108,2,5,0.61045,1,5,0.63444,0,5,0.51512,1,2,0.31172,1,4,7,6,5,3,2,8,S,5,5,61,0,2,10,25,3,30,66,80,25,70,58,70,50,30,41,30,25,30
271,1,Symmetric,6.9,543,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,8,0.69246,2,2,0.20108,2,7,0.61045,1,7,0.63444,0,3,0.51512,1,4,0.31172,1,7,2,6,4,3,8,5,S,5,2,21,1,2,8,11,9,13,93,84,33,37,75,75,76,69,25,19,39,23
272,1,Symmetric,13.47,544,3,0.75,1,3,9,0,0,0.13173,0,1,0.17275,3,6,0.69246,2,3,0.20108,2,5,0.61045,1,6,0.63444,0,4,0.51512,1,4,0.31172,4,2,1,8,3,5,7,6,S,5,2,28,1,2,100,75,15,42,58,48,60,46,52,54,58,58,40,52,41,53
273,1,Symmetric,5.63,546,3,0.75,1,3,9,0,0,0.13173,0,2,0.17275,3,4,0.69246,2,1,0.20108,2,7,0.61045,1,9,0.63444,0,3,0.51512,1,3,0.31172,3,2,7,6,8,4,5,1,S,5,2,36,0,2,0,0,25,20,41,72,19,18,70,76,26,68,32,19,33,30
274,1,Symmetric,8.43,547,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,5,0.69246,2,2,0.20108,2,7,0.61045,1,7,0.63444,0,3,0.51512,1,2,0.31172,8,3,7,2,5,6,1,4,S,5,2,31,1,2,10,10,20,10,80,90,40,75,80,75,85,33,30,20,30,33
275,1,Symmetric,7.2,547,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,5,0.69246,2,2,0.20108,2,7,0.61045,1,7,0.63444,0,3,0.51512,1,2,0.31172,2,7,5,8,1,6,4,3,S,5,2,54,1,1,12,5,17,5,76,92,29,36,80,92,84,61,8,13,5,17
276,1,Symmetric,7.53,548,3,0.75,1,3,9,0,1,0.13173,0,3,0.17275,3,6,0.69246,2,4,0.20108,2,8,0.61045,1,6,0.63444,0,6,0.51512,1,6,0.31172,2,8,3,6,4,5,1,7,S,5,2,42,1,2,15,15,33,9,75,75,40,80,90,90,75,15,75,15,75,10
277,1,Symmetric,5.1,549,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,5,0.69246,2,2,0.20108,2,7,0.61045,1,6,0.63444,0,5,0.51512,1,3,0.31172,7,4,6,3,2,8,5,1,S,5,5,20,0,2,10,15,22,31,56,53,33,44,67,56,56,54,38,46,33,42
278,1,Symmetric,11.45,550,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,5,0.69246,2,0,0.20108,2,7,0.61045,1,8,0.63444,0,5,0.51512,1,3,0.31172,3,8,5,1,2,6,7,4,S,5,2,50,0,2,8,8,8,8,67,70,17,20,75,72,75,70,42,35,25,27
279,1,Symmetric,3.97,550,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,5,0.69246,2,0,0.20108,2,7,0.61045,1,8,0.63444,0,5,0.51512,1,3,0.31172,8,7,1,5,3,6,4,2,S,5,5,28,0,2,19,12,10,16,81,89,23,65,82,60,75,32,60,36,27,40
280,1,Symmetric,8.95,551,3,0.75,1,3,9,0,0,0.13173,0,0,0.17275,3,8,0.69246,2,0,0.20108,2,5,0.61045,1,6,0.63444,0,3,0.51512,1,3,0.31172,4,1,8,2,3,5,7,6,S,5,5,32,0,1,30,41,50,50,71,73,62,52,52,53,66,47,40,53,38,47
281,1,Symmetric,10.42,552,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,5,0.69246,2,0,0.20108,2,6,0.61045,1,6,0.63444,0,4,0.51512,1,2,0.31172,4,6,1,7,3,8,5,2,S,5,2,36,1,1,17,5,3,1,75,86,2,64,67,61,56,43,30,19,25,31
282,1,Symmetric,8.88,554,3,0.75,1,3,9,0,0,0.13173,0,2,0.17275,3,5,0.69246,2,2,0.20108,2,5,0.61045,1,7,0.63444,0,4,0.51512,1,3,0.31172,8,6,2,4,5,1,7,3,S,5,2,28,0,1,0,0,17,15,67,70,33,35,58,60,67,65,33,30,33,30
283,1,Symmetric,13.1,555,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,7,0.69246,2,4,0.20108,2,6,0.61045,1,7,0.63444,0,5,0.51512,1,5,0.31172,3,4,1,7,5,2,8,6,S,5,2,44,0,2,7,7,6,6,83,79,52,54,67,65,66,62,39,38,48,49
284,1,Symmetric,10.15,556,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,6,0.69246,2,0,0.20108,2,5,0.61045,1,5,0.63444,0,4,0.51512,1,2,0.31172,7,5,2,1,6,3,8,4,S,5,3,51,1,1,5,8,3,3,70,70,10,15,44,50,50,50,40,44,8,20
285,1,Symmetric,6.25,557,3,0.75,1,3,9,0,1,0.13173,0,2,0.17275,3,6,0.69246,2,4,0.20108,2,8,0.61045,1,5,0.63444,0,6,0.51512,1,5,0.31172,8,6,1,5,3,2,4,7,S,5,2,39,1,2,9,14,17,9,72,65,48,50,80,60,48,50,48,50,48,48
286,1,Symmetric,11.15,558,3,0.75,1,3,9,0,2,0.13173,0,2,0.17275,3,5,0.69246,2,2,0.20108,2,4,0.61045,1,5,0.63444,0,4,0.51512,1,2,0.31172,6,4,8,5,3,2,7,1,S,5,2,39,0,1,24,24,24,25,66,67,33,34,50,50,50,50,34,33,25,25
287,1,Symmetric,5.25,558,3,0.75,1,3,9,0,2,0.13173,0,2,0.17275,3,5,0.69246,2,2,0.20108,2,4,0.61045,1,5,0.63444,0,4,0.51512,1,2,0.31172,7,1,3,6,2,4,5,8,S,5,2,32,1,1,11,5,10,4,52,95,16,23,50,59,50,9,37,4,12,13
288,1,Symmetric,7.73,559,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,8,0.69246,2,2,0.20108,2,6,0.61045,1,5,0.63444,0,5,0.51512,1,2,0.31172,1,5,6,4,3,7,8,2,S,5,2,43,0,2,9,19,10,23,85,72,30,58,61,61,62,40,31,26,19,30
289,1,Symmetric,9.32,559,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,8,0.69246,2,2,0.20108,2,6,0.61045,1,5,0.63444,0,5,0.51512,1,2,0.31172,6,4,3,7,5,2,1,8,S,5,2,37,1,1,15,15,9,10,90,90,33,33,66,66,50,50,46,46,25,25
290,1,Symmetric,6.77,560,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,7,0.69246,2,4,0.20108,2,4,0.61045,1,2,0.63444,0,4,0.51512,1,4,0.31172,1,7,4,8,2,6,5,3,S,5,2,22,0,1,18,10,10,5,92,90,50,70,50,60,18,25,40,100,45,40
291,1,Symmetric,8.37,561,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,5,0.69246,2,0,0.20108,2,9,0.61045,1,6,0.63444,0,6,0.51512,1,3,0.31172,6,7,3,1,8,5,4,2,S,5,2,32,0,1,20,20,15,15,70,74,20,25,90,77,60,40,50,30,35,30
292,1,Symmetric,40.15,561,3,0.75,1,3,9,0,2,0.13173,0,1,0.17275,3,5,0.69246,2,0,0.20108,2,9,0.61045,1,6,0.63444,0,6,0.51512,1,3,0.31172,4,8,7,6,1,3,5,2,S,5,2,29,1,1,24,20,15,12,60,64,25,20,80,86,60,58,49,45,34,33
293,1,Symmetric,3.7,562,3,0.75,1,3,9,0,0,0.13173,0,2,0.17275,3,9,0.69246,2,2,0.20108,2,6,0.61045,1,5,0.63444,0,4,0.51512,1,3,0.31172,5,3,1,4,2,7,8,6,S,5,2,27,0,1,100,78,16,25,100,82,24,66,61,60,50,50,33,0,31,24
294,1,Symmetric,4.07,563,3,0.75,1,3,9,0,0,0.13173,0,1,0.17275,3,5,0.69246,2,2,0.20108,2,5,0.61045,1,6,0.63444,0,2,0.51512,1,2,0.31172,6,3,8,7,5,2,4,1,S,5,5,29,0,2,3,0,15,9,80,82,20,25,51,50,60,57,7,6,33,39
295,1,Symmetric,7.42,563,3,0.75,1,3,9,0,0,0.13173,0,1,0.17275,3,5,0.69246,2,2,0.20108,2,5,0.61045,1,6,0.63444,0,2,0.51512,1,2,0.31172,5,7,6,3,4,1,8,2,S,5,2,42,0,1,100,100,8,8,66,66,33,33,58,58,58,58,17,17,25,25
296,1,Symmetric,9.17,564,3,0.75,1,3,9,0,2,0.13173,0,0,0.17275,3,8,0.69246,2,2,0.20108,2,4,0.61045,1,8,0.63444,0,1,0.51512,1,6,0.31172,8,1,2,4,6,5,3,7,S,5,2,22,1,1,17,15,0,0,92,90,34,33,50,50,75,75,9,10,59,60
297,1,Symmetric,8.37,564,3,0.75,1,3,9,0,2,0.13173,0,0,0.17275,3,8,0.69246,2,2,0.20108,2,4,0.61045,1,8,0.63444,0,1,0.51512,1,6,0.31172,1,2,8,7,3,5,6,4,S,5,2,23,0,2,22,25,3,0,96,94,23,25,53,54,80,75,6,6,68,67
298,1,Symmetric,8.72,565,3,0.75,1,3,9,0,1,0.13173,0,1,0.17275,3,7,0.69246,2,3,0.20108,2,5,0.61045,1,6,0.63444,0,5,0.51512,1,2,0.31172,3,7,5,8,1,6,2,4,S,5,2,33,1,2,8,20,9,10,90,80,46,59,55,50,55,51,38,60,25,15
299,1,Symmetric,6.02,566,3,0.75,1,3,9,0,1,0.13173,0,4,0.17275,3,8,0.69246,2,2,0.20108,2,6,0.61045,1,6,0.63444,0,4,0.51512,1,3,0.31172,1,5,6,7,4,8,2,3,S,5,2,25,0,2,9,10,33,20,92,90,33,73,66,80,60,35,33,10,33,30
300,1,Symmetric,11.1,566,3,0.75,1,3,9,0,1,0.13173,0,4,0.17275,3,8,0.69246,2,2,0.20108,2,6,0.61045,1,6,0.63444,0,4,0.51512,1,3,0.31172,1,2,6,7,4,3,5,8,S,5,2,56,1,1,11,0,44,0,91,100,22,66,66,66,66,33,44,0,32,33
