StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,q_instr1_1,q_instr1_2,q_instr1_3,q_instr1_4,q_instr1_5,1_q_plain_1,1_q_plain_2,1_q_plain_3,1_q_plain_4,1_q_plain_5,2_q_plain_1,2_q_plain_2,2_q_plain_3,2_q_plain_4,2_q_plain_5,3_q_plain_1,3_q_plain_2,3_q_plain_3,3_q_plain_4,3_q_plain_5,4_q_plain_1,4_q_plain_2,4_q_plain_3,4_q_plain_4,4_q_plain_5,5_q_plain_1,5_q_plain_2,5_q_plain_3,5_q_plain_4,5_q_plain_5,6_q_plain_1,6_q_plain_2,6_q_plain_3,6_q_plain_4,6_q_plain_5,7_q_plain_1,7_q_plain_2,7_q_plain_3,7_q_plain_4,7_q_plain_5,8_q_plain_1,8_q_plain_2,8_q_plain_3,8_q_plain_4,8_q_plain_5,9_q_plain_1,9_q_plain_2,9_q_plain_3,9_q_plain_4,9_q_plain_5,age,gender,educ,clarity,comment,RandNumbers,States,Responses,ProbNums,Permutation,TreatBlock,PROLIFIC_PID,exp_cond,instr_link
2020-10-19 14:54:40,2020-10-19 14:56:43,0,86.157.155.177,100,123,1,2020-10-19 14:56:43,R_1HnSRISHzG6kMWv,,,,,55.83929443359375,-4.2891998291015625,anonymous,EN,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,5,2,5,1,,,,,,,,5d5952e7e1e7440016132cb5,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:38,2020-10-19 14:56:44,0,92.40.187.119,100,125,1,2020-10-19 14:56:44,R_1dHviJP2d7qSUiT,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,5,1,,,,,,,,5f28431d82be890d2f58a32d,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:01,2020-10-19 14:56:49,0,82.16.96.183,100,168,1,2020-10-19 14:56:49,R_3QMmrRqkvIhZ765,,,,,50.916900634765625,-1.4219970703125,anonymous,EN,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,,,,,,,,5f4cf6a35723050782ee1f54,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:06,2020-10-19 14:56:59,0,94.11.58.252,100,172,1,2020-10-19 14:56:59,R_2q7tSCr39j6jBie,,,,,53.754302978515625,-1.54620361328125,anonymous,EN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,1,,,,,,,,5f19675f002f9a01e273dc57,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:28,2020-10-19 14:57:00,0,81.109.84.4,100,151,1,2020-10-19 14:57:00,R_2UYI8pKWROY80mW,,,,,51.6468048095703125,-1.2509002685546875,anonymous,EN,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,5,1,,,,,,,,59a6cb481363d9000167685c,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:29,2020-10-19 14:57:00,0,81.111.249.100,100,150,1,2020-10-19 14:57:00,R_2rD72b2N87m7ZjY,,,,,55.9154052734375,-4.332794189453125,anonymous,EN,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,1,,,,,,,,5ec3c126840c7222d093ccc1,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:45,2020-10-19 14:57:06,0,81.111.248.45,100,141,1,2020-10-19 14:57:07,R_3oHgQRTTDsuoiIk,,,,,55.9154052734375,-4.332794189453125,anonymous,EN,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,2,4,1,,,,,,,,542c323bfdf99b324ea3808d,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:15,2020-10-19 14:57:20,0,86.26.161.60,100,185,1,2020-10-19 14:57:20,R_3dYqb3SFWpNXHhb,,,,,52.4425048828125,-1.9441986083984375,anonymous,EN,,,,,,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,n/a,,,,,,,5e9ec8f7e16784000beea696,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:03,2020-10-19 14:58:00,0,92.10.220.79,100,236,1,2020-10-19 14:58:00,R_3lsJ23uwHIochh1,,,,,51.5177001953125,-0.6215057373046875,anonymous,EN,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,5,1,5,1,,,,,,,,5ca759bd6bbed400194aeb9a,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:53:24,2020-10-19 14:58:00,0,82.10.35.174,100,275,1,2020-10-19 14:58:00,R_2v94XvS5yWXwvDY,,,,,52.5126953125,-1.450897216796875,anonymous,EN,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,4,1,,,,,,,,5f2a9cd9c6a25d2ed46b3181,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:34,2020-10-19 14:58:10,0,94.197.5.151,100,216,1,2020-10-19 14:58:11,R_3MS9pHYxxJ2TJeb,,,,,52.672607421875,-2.4488067626953125,anonymous,EN,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,5,1,5,1,Thanks,,,,,,,5e9e2d1e910d622008696d04,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:08,2020-10-19 14:58:32,0,80.225.150.208,100,263,1,2020-10-19 14:58:32,R_1EZLfbQgMJIXZsq,,,,,51.268707275390625,0.5782928466796875,anonymous,EN,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,4,1,,,,,,,,5bf57133345b9b00016ef0a7,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:35,2020-10-19 14:58:36,0,86.191.180.53,100,240,1,2020-10-19 14:58:36,R_enST3bTC6eEURtn,,,,,51.3643951416015625,-0.0923004150390625,anonymous,EN,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,5,2,4,1,,,,,,,,5788d88416a091000112be18,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:43,2020-10-19 14:59:02,0,86.144.9.179,100,258,1,2020-10-19 14:59:02,R_2zxbdTxf5v5qz3l,,,,,52.6259002685546875,1.3032073974609375,anonymous,EN,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,5f16c30d59ac784a401cb353,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:49,2020-10-19 14:59:32,0,88.98.240.227,100,283,1,2020-10-19 14:59:33,R_Xk6Ve4DUM7O4iVX,,,,,53.4167022705078125,-3,anonymous,EN,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,4,1,"none ",,,,,,,5f29ed73209c1b1a178602e3,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:57:45,2020-10-19 14:59:58,0,176.254.208.217,100,132,1,2020-10-19 14:59:58,R_6LRqNFo3P5iwVjP,,,,,51.6880035400390625,-0.3112030029296875,anonymous,EN,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,No.,,,,,,,5f2bf5a67c462f000968a4e8,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
2020-10-19 14:54:24,2020-10-19 15:01:31,0,176.248.71.115,100,427,1,2020-10-19 15:01:31,R_1Nws6209ERCOX6L,,,,,51.291107177734375,-1.05279541015625,anonymous,EN,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,5eed14f9c71a701260df7784,control1,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_bg7dnIbSgm1ACln
