StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,quiz_peerincent_time_First Click,quiz_peerincent_time_Last Click,quiz_peerincent_time_Page Submit,quiz_peerincent_time_Click Count,quiz_peerincent,quiz_flat_time_First Click,quiz_flat_time_Last Click,quiz_flat_time_Page Submit,quiz_flat_time_Click Count,quiz_flat,quiz_accincent_time_First Click,quiz_accincent_time_Last Click,quiz_accincent_time_Page Submit,quiz_accincent_time_Click Count,quiz_accincent,1_task_time_First Click,1_task_time_Last Click,1_task_time_Page Submit,1_task_time_Click Count,1_task,1_zero_count_time_First Click,1_zero_count_time_Last Click,1_zero_count_time_Page Submit,1_zero_count_time_Click Count,1_zero_count,1_false_time_First Click,1_false_time_Last Click,1_false_time_Page Submit,1_false_time_Click Count,1_pred_time_First Click,1_pred_time_Last Click,1_pred_time_Page Submit,1_pred_time_Click Count,1_pred,2_task_time_First Click,2_task_time_Last Click,2_task_time_Page Submit,2_task_time_Click Count,2_task,2_zero_count_time_First Click,2_zero_count_time_Last Click,2_zero_count_time_Page Submit,2_zero_count_time_Click Count,2_zero_count,2_false_time_First Click,2_false_time_Last Click,2_false_time_Page Submit,2_false_time_Click Count,2_pred_time_First Click,2_pred_time_Last Click,2_pred_time_Page Submit,2_pred_time_Click Count,2_pred,3_task_time_First Click,3_task_time_Last Click,3_task_time_Page Submit,3_task_time_Click Count,3_task,3_zero_count_time_First Click,3_zero_count_time_Last Click,3_zero_count_time_Page Submit,3_zero_count_time_Click Count,3_zero_count,3_false_time_First Click,3_false_time_Last Click,3_false_time_Page Submit,3_false_time_Click Count,3_pred_time_First Click,3_pred_time_Last Click,3_pred_time_Page Submit,3_pred_time_Click Count,3_pred,4_task_time_First Click,4_task_time_Last Click,4_task_time_Page Submit,4_task_time_Click Count,4_task,4_zero_count_time_First Click,4_zero_count_time_Last Click,4_zero_count_time_Page Submit,4_zero_count_time_Click Count,4_zero_count,4_false_time_First Click,4_false_time_Last Click,4_false_time_Page Submit,4_false_time_Click Count,4_pred_time_First Click,4_pred_time_Last Click,4_pred_time_Page Submit,4_pred_time_Click Count,4_pred,5_task_time_First Click,5_task_time_Last Click,5_task_time_Page Submit,5_task_time_Click Count,5_task,5_zero_count_time_First Click,5_zero_count_time_Last Click,5_zero_count_time_Page Submit,5_zero_count_time_Click Count,5_zero_count,5_false_time_First Click,5_false_time_Last Click,5_false_time_Page Submit,5_false_time_Click Count,5_pred_time_First Click,5_pred_time_Last Click,5_pred_time_Page Submit,5_pred_time_Click Count,5_pred,6_task_time_First Click,6_task_time_Last Click,6_task_time_Page Submit,6_task_time_Click Count,6_task,6_zero_count_time_First Click,6_zero_count_time_Last Click,6_zero_count_time_Page Submit,6_zero_count_time_Click Count,6_zero_count,6_false_time_First Click,6_false_time_Last Click,6_false_time_Page Submit,6_false_time_Click Count,6_pred_time_First Click,6_pred_time_Last Click,6_pred_time_Page Submit,6_pred_time_Click Count,6_pred,7_task_time_First Click,7_task_time_Last Click,7_task_time_Page Submit,7_task_time_Click Count,7_task,7_zero_count_time_First Click,7_zero_count_time_Last Click,7_zero_count_time_Page Submit,7_zero_count_time_Click Count,7_zero_count,7_false_time_First Click,7_false_time_Last Click,7_false_time_Page Submit,7_false_time_Click Count,7_pred_time_First Click,7_pred_time_Last Click,7_pred_time_Page Submit,7_pred_time_Click Count,7_pred,8_task_time_First Click,8_task_time_Last Click,8_task_time_Page Submit,8_task_time_Click Count,8_task,8_zero_count_time_First Click,8_zero_count_time_Last Click,8_zero_count_time_Page Submit,8_zero_count_time_Click Count,8_zero_count,8_false_time_First Click,8_false_time_Last Click,8_false_time_Page Submit,8_false_time_Click Count,8_pred_time_First Click,8_pred_time_Last Click,8_pred_time_Page Submit,8_pred_time_Click Count,8_pred,9_task_time_First Click,9_task_time_Last Click,9_task_time_Page Submit,9_task_time_Click Count,9_task,9_zero_count_time_First Click,9_zero_count_time_Last Click,9_zero_count_time_Page Submit,9_zero_count_time_Click Count,9_zero_count,9_false_time_First Click,9_false_time_Last Click,9_false_time_Page Submit,9_false_time_Click Count,9_pred_time_First Click,9_pred_time_Last Click,9_pred_time_Page Submit,9_pred_time_Click Count,9_pred,10_task_time_First Click,10_task_time_Last Click,10_task_time_Page Submit,10_task_time_Click Count,10_task,10_zero_count_time_First Click,10_zero_count_time_Last Click,10_zero_count_time_Page Submit,10_zero_count_time_Click Count,10_zero_count,10_false_time_First Click,10_false_time_Last Click,10_false_time_Page Submit,10_false_time_Click Count,10_pred_time_First Click,10_pred_time_Last Click,10_pred_time_Page Submit,10_pred_time_Click Count,10_pred,QF.1,QF.2,QF.3,QF.3.2,QF.3.3,QF.4,QF.5,QF.6,RandNumbers,States,Responses,ProbNums,Permutation,TreatBlock,1_draw,2_draw,3_draw,4_draw,5_draw,6_draw,7_draw,8_draw,9_draw,10_draw,PROLIFIC_PID,exp_cond,instr_link
2020-05-13 22:24:53,2020-05-13 22:35:44,0,24.209.177.191,100,650,1,2020-05-13 22:35:44,R_UEnR9VAWnSEYPx7,,,,,43.0818023682,-87.891998291,anonymous,EN,8.379,8.379,9.892,1,3,,,,,,,,,,,1.603,1.603,2.103,1,1,4.197,5.811,6.45,2,9,,,,,1.628,1.628,2.578,1,4,2.463,2.463,3.177,1,1,6.784,8.352,8.88,2,15,,,,,1.933,1.933,2.913,1,4,12.469,14.46,15.133,2,1,3.694,12.266,12.869,4,8,,,,,2.001,2.001,2.867,1,4,1.891,1.891,5,1,1,6.112,7.495,8.161,2,11,,,,,1.249,1.249,2.239,1,4,1.71,1.71,2.647,1,1,5.028,7.328,8.126,2,10,,,,,3.156,3.156,4.78,1,1,2.248,2.248,4.185,1,1,6.669,8.325,8.924,2,14,,,,,4.332,4.332,5.983,1,1,8.296,8.967,9.998,2,1,12.871,15.152,15.824,2,13,,,,,2.198,2.198,3.5,1,1,12.922,31.37,32.188,3,1,7.331,9.42,10.018,2,12,,,,,7.267,7.267,8.301,1,1,5.44,5.44,6.082,1,1,5.746,7.412,8.029,2,10,,,,,1.497,1.497,2.892,1,1,2.303,2.303,2.801,1,1,9.086,10.845,11.3,2,16,,,,,2.137,2.137,3.288,1,1,5,2,8,3,4,3,3,,,,,,,,1,1,2,2,1,1,1,1,1,2,5e227637d9563755139daaac,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
2020-05-13 22:24:59,2020-05-13 22:45:07,0,174.128.180.213,100,1207,1,2020-05-13 22:45:07,R_21h7qsVmYMcIxS9,,,,,37.7510070801,-97.8219985962,anonymous,EN,,,,,,,,,,,11.002,11.002,16.164,1,2,1.849,2.101,3.047,2,1,8.493,8.493,10.046,1,9,,,,,2.101,3.314,4.202,3,1,1.2,2.079,2.776,2,1,24.399,43.201,45.401,2,15,,,,,0.998,13.73,15,6,1,2.799,4.301,10.98,2,1,5.701,10.008,11.324,2,8,,,,,7.6,13.472,20.177,3,4,0.787,1.3,2,2,1,6.5,6.5,8.474,1,11,,,,,1.101,2.029,3.201,2,1,1.88,3.601,5.066,3,1,5.586,11.096,11.901,3,10,,,,,2.196,5,6.271,4,4,5.927,7.8,11.501,2,1,11.802,11.802,17.148,1,14,,,,,9.066,12.501,14.38,2,4,9.119,25.802,26.8,4,1,6.701,6.701,8.91,1,13,,,,,0.434,0.9,1.701,2,4,1.182,1.601,3.01,2,1,5.301,5.301,7.247,1,12,,,,,1.565,2.788,3.6,2,4,2.07,6.1,8.533,3,1,7.1,7.1,9.471,1,10,,,,,1.124,1.124,2.173,2,1,0.7,1.832,2.5,2,1,10.101,10.101,12.266,1,16,,,,,0.139,0.601,1.7,2,4,4,1,8,2,4,2,2,,,,,,,,1,1,2,1,2,2,2,2,1,2,5eb012678e886005558565a4,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 22:25:00,2020-05-13 22:33:59,0,213.127.123.163,100,539,1,2020-05-13 22:34:00,R_2dKNDVCUkV0BDiE,,,,,51.4472045898,5.4387054443,anonymous,EN,,,,,,,,,,,8.285,9.135,9.405,2,2,5.678,5.678,18.616,1,1,3.513,3.513,5.111,1,9,,,,,1.573,1.573,3.928,1,1,1.18,1.18,2.102,1,1,6.307,6.307,8.489,1,15,,,,,0.503,0.503,10.372,1,1,3.675,4.973,5.37,2,1,3.819,3.819,7.275,1,8,,,,,7.323,7.323,8.24,1,1,3.132,3.132,5.111,1,1,5.848,6.112,7.679,2,11,,,,,3.673,6.081,7.85,2,1,2.117,13.971,15.778,2,1,18.58,18.883,20.819,2,10,,,,,2.282,2.282,3.866,1,1,5.447,5.447,9.042,1,1,22.189,22.441,24.268,2,14,,,,,2.226,2.226,3.08,1,1,19.187,19.187,20.939,1,1,8.929,9.261,11.098,2,13,,,,,27.283,27.283,28.116,1,1,7.871,7.871,9.937,1,1,17.516,17.516,19.022,1,12,,,,,19.414,19.414,20.154,1,4,5.523,5.523,7.729,1,1,5.83,5.83,7.302,1,10,,,,,8.682,8.682,9.592,1,4,1.889,1.889,3.663,1,1,16.25,16.25,18.282,1,16,,,,,2.918,5.401,6.368,2,1,2,1,6,2,3,2,2,,,,,,,,2,2,1,2,1,1,2,2,2,1,5b951d4f769db30001b58531,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 22:25:01,2020-05-13 22:36:55,0,174.50.134.186,100,713,1,2020-05-13 22:36:55,R_5opRskRRhRgmvap,,,,,37.9185943604,-121.3132019043,anonymous,EN,,,,,,99.113,99.113,105.544,1,1,,,,,,2.78,2.78,8.104,1,1,6.144,6.144,7.763,1,9,,,,,0.222,0.222,1.121,1,4,3.267,11.045,11.602,3,1,8.924,8.924,10.215,1,15,,,,,0.517,0.517,1.555,1,4,3.162,5.448,7.158,3,1,6.115,6.115,7.705,1,8,,,,,2.034,2.034,3.164,1,1,3.033,3.033,4.174,1,1,11.534,11.534,12.674,1,11,,,,,1.759,1.759,12.568,1,1,1.531,1.531,2.532,1,1,8.84,8.84,10.515,1,10,,,,,0.833,0.833,4.614,1,4,7.294,7.294,9.309,1,1,8.18,8.18,11.041,1,14,,,,,3.616,3.616,5.269,1,1,2.419,2.419,3.602,1,1,7.577,8.833,9.263,3,13,,,,,2.944,2.944,3.339,1,4,1.819,1.819,3.04,1,1,11.099,16.673,16.954,3,12,,,,,0.968,0.968,1.673,1,1,0.977,0.977,3.481,1,1,6.812,6.812,8.702,1,10,,,,,0.878,0.878,4.444,1,1,4.074,5.17,5.991,2,1,6.168,6.168,8.53,1,16,,,,,0.225,0.907,1.201,2,1,2,1,6,1,1,2,1,n/a,,,,,,,2,2,1,1,2,1,1,1,1,1,5e9fb6286841e91621c43246,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 22:25:02,2020-05-13 22:33:58,0,71.74.128.21,100,536,1,2020-05-13 22:33:59,R_3niROaDhBn2VJ3W,,,,,39.9420013428,-84.1662979126,anonymous,EN,,,,,,,,,,,12.45,12.45,16.456,1,2,3.989,3.989,6.653,1,1,1.062,1.062,6.391,1,9,,,,,0.491,0.491,5.898,1,1,10.45,10.45,13.97,1,1,5.866,5.866,7.918,1,15,,,,,5.218,5.218,6.358,1,1,2.817,2.817,5.236,1,1,7.228,7.228,8.421,1,8,,,,,0.852,0.852,2.377,1,1,4.711,4.711,27.913,1,1,5.575,5.575,7.901,1,11,,,,,1.138,1.138,4.565,1,1,7.753,7.753,9.614,1,1,4.885,4.885,7.043,1,10,,,,,0.71,0.71,2.003,1,4,8.055,8.055,10.235,1,1,6.55,6.55,8.892,1,14,,,,,2.995,2.995,4.196,1,4,2.244,4.333,6.513,2,1,7.859,8.089,9.517,2,13,,,,,0.492,0.492,3.582,1,1,5.436,5.436,6.352,1,1,6.04,6.04,7.502,1,12,,,,,0.882,0.882,4.018,1,4,8.236,16.393,18.581,2,1,6.961,6.961,9.494,1,10,,,,,8.096,8.096,9.677,1,1,7.865,9.357,9.774,2,1,7.374,7.374,9.05,1,16,,,,,0.823,0.823,2.939,1,4,3,1,6,3,2,1,2,None,,,,,,,1,1,1,1,2,2,1,2,1,2,5e70e4309b339b03acc24159,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 22:25:07,2020-05-13 22:32:48,0,73.186.250.201,100,461,1,2020-05-13 22:32:48,R_VWlitoQFKXh6Aut,,,,,42.246307373,-70.9972000122,anonymous,EN,,,,,,,,,,,6.52,6.52,7.211,1,2,2.819,3.414,3.665,2,1,3.533,3.814,4.665,2,9,,,,,0.629,10.06,10.356,2,1,4.215,4.215,4.799,1,1,9.81,10.339,11.147,3,15,,,,,8.732,8.732,10.287,1,1,1.901,1.901,2.566,1,1,3.844,3.844,4.568,1,8,,,,,2.925,2.925,3.501,1,1,12.281,12.281,14.066,1,1,6.961,6.961,7.646,1,11,,,,,0.475,0.475,1.146,1,4,9.035,9.035,10.062,1,1,5.589,5.909,6.807,2,10,,,,,0.847,0.847,1.388,1,4,5.104,5.104,9.304,1,2,,,,,,,,,,2.529,2.529,2.952,1,4,9.689,9.689,11.46,1,1,10.306,10.306,10.911,1,13,,,,,3.718,3.718,7.388,1,1,1.189,13.058,13.588,2,1,6.435,27.393,28.91,4,12,,,,,4.529,4.529,5.175,1,4,2.996,6.776,8.199,7,1,7.531,7.759,9.198,2,10,,,,,2.836,2.836,3.571,1,1,2.612,2.612,3.28,1,1,1.123,12.411,12.668,3,16,,,,,0.927,0.927,1.766,1,1,2,1,6,1,1,2,2,,,,,,,,1,1,1,2,2,2,1,2,1,1,5e794f94cd742b5121734d4c,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 22:25:11,2020-05-13 22:31:01,0,76.84.52.78,100,350,1,2020-05-13 22:31:01,R_2c3LXrgRRH8MfIJ,,,,,40.786895752,-96.6961975098,anonymous,EN,,,,,,6.586,12.6,13.736,2,1,,,,,,0.704,2.487,3.493,2,2,,,,,,,,,,0.518,2.57,3.597,5,4,1.739,3.519,4.543,3,2,,,,,,,,,,0.339,1.008,5.114,2,1,0.542,1.793,2.713,2,2,,,,,,,,,,0.623,2.707,3.919,4,4,4.418,11.565,12.901,5,2,,,,,,,,,,2.4,6.001,7.174,5,1,0.889,4.138,5.199,2,2,,,,,,,,,,0.435,1.284,2.733,2,1,0.683,1.918,2.862,2,2,,,,,,,,,,0.382,1.03,2.409,2,1,0.59,2.006,3.041,2,2,,,,,,,,,,0.702,1.421,2.867,2,1,0.665,1.435,2.494,3,2,,,,,,,,,,0.3,1.833,2.213,3,1,0.853,2.052,2.937,2,2,,,,,,,,,,0.969,1.588,3.002,2,1,2,4.552,5.751,2,2,,,,,,,,,,1.023,3.926,5.193,4,1,5,1,9,3,5,2,1,,,,,,,,1,1,1,1,2,2,1,1,1,1,5eb2de44f2dbc90894711df3,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 22:25:13,2020-05-13 22:32:49,0,68.44.185.217,100,455,1,2020-05-13 22:32:49,R_Zt2UlnvxXk3Uhgt,,,,,40.3227996826,-86.8880996704,anonymous,EN,,,,,,6.335,6.335,9.016,1,1,,,,,,4.067,4.067,5.608,1,1,5.004,5.004,7.647,1,9,,,,,0.467,0.467,1.661,1,1,5.257,5.257,6.287,1,1,6.29,6.29,12.491,1,15,,,,,0.907,0.907,1.936,1,4,8.939,8.939,10.387,1,1,4.686,6.82,7.653,2,8,,,,,0.602,0.602,1.592,1,4,5.034,5.034,5.986,1,1,6.868,7.504,9.799,2,11,,,,,0.634,0.634,2.022,1,1,1.45,1.45,2.827,1,1,5.261,5.261,7.537,1,10,,,,,0.524,0.524,1.627,1,1,3.509,3.509,5.304,1,1,6.016,6.494,9.23,2,14,,,,,0.592,0.592,1.542,1,4,2.075,2.075,3.407,1,1,6.591,6.591,10.272,1,13,,,,,0.616,0.616,1.609,1,4,2.298,2.298,6.321,1,1,6.644,6.644,15.853,1,12,,,,,0.553,0.553,2.054,1,1,4.93,4.93,7.473,1,1,9.76,9.76,12.054,1,10,,,,,0.496,0.496,1.667,1,4,5.361,5.361,7.076,1,1,6.307,6.307,11.366,1,16,,,,,1.805,1.805,3.091,1,1,4,1,11,4,4,1,1,,,,,,,,1,2,2,1,1,2,2,1,2,1,5e8e0b2d3e52130b81900c4d,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 22:25:14,2020-05-13 22:34:39,0,68.134.22.134,100,564,1,2020-05-13 22:34:39,R_2R8hnHGSG9PsPkg,,,,,39.2151031494,-76.7539978027,anonymous,EN,,,,,,9.309,9.309,14.14,1,1,,,,,,2.012,2.012,4.144,1,1,5.346,5.346,7.416,1,9,,,,,0.984,0.984,2.427,1,1,2.432,2.432,7.798,1,1,5.691,5.691,7.822,1,15,,,,,2.252,3.956,5.366,3,1,3.063,13.993,16.251,2,1,4.906,4.906,7.097,1,8,,,,,1.293,1.293,2.637,1,4,8.084,8.084,13.09,1,1,7.696,9.811,10.85,2,11,,,,,2.311,2.311,9.221,1,1,6.465,12.256,13.649,2,1,5.933,5.933,8.445,1,10,,,,,0.952,0.952,2.392,1,4,11.856,11.856,13.475,1,1,9.574,9.574,12.259,1,14,,,,,1.649,1.649,3.323,1,1,8.302,8.302,10.547,1,1,8.586,8.586,10.934,1,13,,,,,2.803,2.803,6.449,1,1,2.625,2.625,4.628,1,1,5.143,5.143,7.328,1,12,,,,,0.752,0.752,2.71,1,1,5.116,5.116,6.53,1,1,6.112,6.112,8.797,1,10,,,,,2.79,2.79,4.125,1,1,2.612,2.612,3.622,1,1,13.463,13.463,20.293,1,16,,,,,0.857,0.857,2.497,1,1,2,2,8,3,4,1,1,,,,,,,,1,1,1,1,2,1,1,1,1,1,5e6e9703f4a83200098bf742,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 22:25:27,2020-05-13 22:30:26,0,192.31.105.255,100,298,1,2020-05-13 22:30:26,R_2dtmQAJ54Y8xT8o,,,,,37.8659973145,-122.2568969727,anonymous,EN,6.773,6.773,8.104,1,2,,,,,,,,,,,1.105,2.885,3.451,4,1,4.375,4.966,6.172,2,9,,,,,0.827,0.827,2.432,1,1,2.126,4.398,4.898,3,1,6.099,7.782,8.313,2,15,,,,,0.87,0.87,1.633,1,4,3.947,6.927,7.921,2,1,4.948,4.948,7.41,1,8,,,,,0.588,0.588,1.418,1,1,1.415,2.283,3.795,2,1,6.155,6.155,7.576,1,11,,,,,0.902,0.902,1.826,1,4,3.04,4.613,6.047,2,1,6.514,6.514,8.634,1,10,,,,,3.037,3.037,4.046,1,1,1.436,2.997,3.582,2,1,6.91,8.427,21.97,2,14,,,,,0.225,1.301,2.08,2,4,1.257,2.409,3.121,2,1,5.633,7.645,8.182,2,13,,,,,0.385,0.385,1.486,1,4,1.144,1.769,2.958,2,1,4.846,4.846,6.325,1,12,,,,,1.04,1.04,1.874,1,4,1.474,2.93,4.419,2,1,5.782,5.782,7.377,1,10,,,,,0.989,3.199,4.028,3,4,1.391,4.163,5.497,2,1,7.574,7.574,9.561,1,16,,,,,0.915,2.6,3.458,3,4,2,2,6,2,4,4,3,,,,,,,,2,1,1,1,1,2,1,2,1,2,5eadfcaa0051740ff581544a,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
2020-05-13 22:25:27,2020-05-13 22:40:47,0,75.84.153.13,100,920,1,2020-05-13 22:40:48,R_3r47bSGCwbN8JGx,,,,,34.1806030273,-118.4575042725,anonymous,EN,,,,,,,,,,,15.651,15.651,16.582,1,2,19.921,20.706,21.304,2,1,2.877,2.877,4.417,1,9,,,,,4.823,4.823,5.982,1,1,8.483,9.97,19.945,2,1,8.533,8.533,10.549,1,15,,,,,25.304,25.304,27.413,1,4,9.801,9.801,11.037,1,1,3.307,5.075,6.097,2,8,,,,,8.201,53.479,54.137,4,4,4.425,4.425,5.19,1,1,4.607,4.607,7.638,1,11,,,,,0.301,0.301,1.588,1,1,4.415,4.415,5.433,1,1,3.301,4.705,4.728,2,10,,,,,1.905,2.784,3.214,2,1,2.162,2.162,7.367,1,1,4.957,4.957,6.35,1,14,,,,,11.44,11.44,14.956,1,4,2.424,2.424,7.885,1,1,5.114,5.114,9.072,1,13,,,,,1.524,3.751,6.038,2,4,1.296,1.296,1.944,1,1,4.201,4.201,5.351,1,12,,,,,3.673,3.673,4.134,1,1,17.282,17.282,21.525,1,1,6.566,6.566,7.724,1,10,,,,,0.476,0.476,1.532,1,1,11.539,11.539,12.874,1,1,8.099,8.373,9.576,2,16,,,,,0.456,0.456,1.152,1,1,2,1,5,2,4,3,2,,,,,,,,1,2,2,1,1,2,2,1,1,1,5e94f9f2cd40fa876abe55ac,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 22:25:35,2020-05-13 22:33:59,0,80.7.220.22,100,504,1,2020-05-13 22:34:00,R_3HTaoN1JtaLzl6r,,,,,51.4768981934,-2.5561065674,anonymous,EN,,,,,,12.425,12.425,12.901,1,2,,,,,,1.172,3.955,4.821,2,1,3.987,9.117,9.501,2,9,,,,,0.478,1.355,2.085,3,1,1.816,5.719,6.427,3,1,16.206,24.12,24.764,4,15,,,,,2.008,6.613,7.205,4,4,3.138,6.002,6.71,3,1,3.642,3.642,5.45,1,8,,,,,0.875,1.465,2.057,2,4,0.847,1.556,2.053,2,1,9.168,9.168,10.689,1,11,,,,,0.882,2.073,2.697,3,4,0.897,1.633,3.753,2,1,4.094,4.094,5.801,1,10,,,,,1.111,3.327,4.129,2,4,1.424,5.646,5.674,3,1,21.022,21.022,22.862,1,14,,,,,0.763,1.322,2.474,2,1,0.967,1.654,2.227,2,1,6.401,6.401,8.387,1,13,,,,,0.913,1.33,2.783,2,4,0.906,4.835,5.374,3,1,9.042,9.042,10.887,1,12,,,,,1.028,1.781,6.19,2,1,1.737,3.88,6.786,2,1,5.087,5.087,6.789,1,10,,,,,0.733,7.611,8.545,9,1,0.888,1.477,6.688,2,1,5.171,21.56,23.101,3,16,,,,,0.678,1.087,2.419,2,4,2,2,6,2,4,3,1,,,,,,,,1,1,2,2,2,1,2,1,1,1,5e4bdb0a5f962e025484358c,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 22:25:38,2020-05-13 22:36:31,0,69.244.222.158,100,653,1,2020-05-13 22:36:32,R_O3H2if2cTWY2FQ5,,,,,30.2108001709,-84.3205032349,anonymous,EN,,,,,,,,,,,5.981,5.981,7.943,1,2,12.265,16.377,18.851,4,1,6.736,6.736,9.96,1,9,,,,,18.751,18.751,21.876,1,4,19.332,19.332,20.783,1,1,7.577,7.577,9.503,1,15,,,,,1.222,1.222,7.932,1,4,2.662,2.662,5.347,1,1,3.901,3.901,6.391,1,8,,,,,1.479,1.479,8.041,1,1,4.845,4.845,9.84,1,1,6.374,6.374,8.335,1,11,,,,,0.793,0.793,8.942,1,4,6.397,6.397,10.493,1,1,5.49,5.49,8.46,1,10,,,,,8.419,9.362,10.994,3,4,6.721,6.721,8.358,1,1,8.894,8.894,10.815,1,14,,,,,0.605,0.605,4.704,1,4,3.551,3.551,9.521,1,1,8.242,8.242,11.189,1,13,,,,,1.474,1.474,9.159,1,1,4.582,4.582,7.535,1,1,8.024,8.024,10.425,1,12,,,,,1.201,1.201,12.809,1,1,11.826,11.826,14.621,1,1,6.584,6.889,8.635,2,10,,,,,7.829,7.829,21.886,1,1,16.773,16.773,20.281,1,1,8.082,8.082,10.004,1,16,,,,,0.685,5.134,6.152,2,4,4,3,8,3,4,2,2,,,,,,,,2,2,1,2,2,2,1,1,1,2,5eaf790df0b5cc682f9a19ce,accincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_9H1vHCYST5EXW97
2020-05-13 22:25:45,2020-05-13 22:41:36,0,98.221.243.138,100,950,1,2020-05-13 22:41:36,R_3PjpgKD573KqoO5,,,,,40.5180053711,-74.8452987671,anonymous,EN,,,,,,14.99,14.99,18.447,1,1,,,,,,2.489,2.489,3.839,1,1,11.014,11.014,13.477,1,9,,,,,0.886,0.886,2.492,1,4,3.188,3.188,4.415,1,1,9.294,9.294,11.64,1,15,,,,,0.758,0.758,2.447,1,1,3.447,3.447,4.601,1,1,5.126,5.126,7.449,1,8,,,,,1.127,1.127,2.266,1,4,2.566,2.566,3.852,1,1,6.853,6.853,8.845,1,11,,,,,0.991,0.991,2.406,1,1,15.068,15.068,16.407,1,1,9.54,9.54,12.085,1,10,,,,,0.626,0.626,1.958,1,1,3.193,3.193,4.657,1,1,7.3,7.3,10.629,1,14,,,,,0.965,0.965,2.464,1,1,5.748,5.748,7.454,1,1,13.665,13.665,16.261,1,13,,,,,1.048,1.048,2.623,1,1,5.364,5.364,9.124,1,1,7.3,7.3,9.651,1,12,,,,,0.878,0.878,2.333,1,1,29.641,29.641,33.718,1,1,11.241,11.241,14.242,1,10,,,,,3.621,3.621,5.136,1,1,3.361,3.361,5.391,1,1,17.357,33.657,36.588,2,16,,,,,0.74,0.74,2.224,1,1,5,1,9,3,3,5,1,no,,,,,,,2,1,2,1,1,1,1,1,1,1,5e8cec5e1a88ad0a14744f2d,flat,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_cMw8OQTkSAPGt2l
2020-05-13 22:25:58,2020-05-13 22:35:07,0,162.154.83.170,100,548,1,2020-05-13 22:35:08,R_1eItzONvkLju2Ty,,,,,38.046295166,-85.560798645,anonymous,EN,5.309,5.309,15.57,1,3,,,,,,,,,,,4.083,4.083,5.594,1,1,6.028,6.028,7.554,1,9,,,,,0.977,11.927,12.666,6,4,8.155,8.155,10.391,1,1,20.257,20.257,22.341,1,15,,,,,0.745,2.648,3.407,2,4,12.513,12.513,13.001,1,1,3.488,3.488,4.817,1,8,,,,,0.733,1.256,1.84,2,4,4.385,6.391,6.924,2,1,10.872,10.872,12.879,1,11,,,,,1.575,5.783,6.368,3,4,0.814,1.207,1.971,2,1,7.31,7.31,9.066,1,10,,,,,1.183,4.203,4.801,4,4,0.695,1.146,1.927,2,1,7.727,7.727,9.185,1,14,,,,,0.954,3.079,3.908,4,1,4.783,4.783,5.718,1,1,9.684,9.684,11.152,1,13,,,,,0.706,3.356,5.091,4,1,1.804,2.631,3.339,2,1,6.007,6.007,7.301,1,12,,,,,1.146,2.297,3.014,2,1,1.387,2.856,5.387,2,1,4.527,4.527,6.229,1,10,,,,,0.773,3.485,10.991,4,4,4.058,4.058,4.747,1,1,12.972,12.972,14.479,1,16,,,,,1.02,2.295,2.757,3,1,3,2,6,2,4,2,1,,,,,,,,1,2,2,2,1,1,1,1,1,1,5ddddb0659b1b0d3e08cb77d,peerincent,https://erasmusuniversity.eu.qualtrics.com/jfe/form/SV_3aE86OsIhvvy8iF
